chr	coord	esc_max_exp	npc_max_exp
chr11	62560000	1722.46930	0.04382
chr16	33200000	6.64918	6.19753
chr17	23920000	0.00000	0.00000
chr6	133600000	0.00000	0.00000
chr15	72920000	67.02413	62.43836
chr2	170680000	0.12025	0.17020
chr2	112240000	1.68063	1.37664
chr7	43320000	5.96600	4.21425
chr2	28480000	225.66591	227.53886
chr11	115280000	4.41343	0.00000
chr17	31320000	5.39348	0.84430
chr3	120920000	0.04193	0.00000
chr2	79200000	0.00000	0.00000
chrJH584299.1	960000	3.29399	0.00000
chr19	53600000	243.81960	99.72686
chr5	112680000	0.03047	0.01219
chr4	28000000	0.00000	0.00000
chr15	14480000	0.00000	0.00000
chr2	136400000	1.83297	1.92720
chrX	89120000	0.00000	0.00000
chr1	170280000	0.00000	0.11257
chr9	41200000	0.25497	0.01647
chr2	70520000	0.18433	3.18290
chr3	159920000	0.17457	0.14825
chr2	156600000	0.06802	0.21660
chr14	115560000	0.09339	0.42299
chr3	31000000	24.04596	0.00000
chr15	88920000	0.07687	0.05440
chr5	76360000	6.18453	0.00000
chr16	60400000	0.33962	0.14420
chr5	57960000	0.00000	0.69017
chr1	149720000	0.00000	0.00000
chr3	73520000	0.00000	0.00000
chrX	55040000	0.00000	0.00000
chr3	104800000	13.51850	0.20987
chr3	93720000	0.07318	0.00000
chr10	68000000	3.10809	6.37981
chr6	68760000	0.50483	0.52764
chr5	13520000	0.00478	0.03248
chr7	15880000	0.09458	0.59233
chrY	86000000	0.00000	0.00000
chr13	50680000	0.05881	3.05604
chr14	70920000	0.23200	0.06873
chr11	58520000	259.20383	199.64270
chr9	67080000	17.20125	38.71526
chr6	52520000	0.00000	0.00000
chrX	75720000	0.34210	1.10397
chr5	32320000	0.18868	0.00000
chr1	136160000	0.92904	0.31740
chr5	55600000	0.02646	0.00000
chr8	41040000	0.11961	0.13543
chr2	128520000	0.26488	0.06205
chr1	21400000	0.00960	0.00000
chr1	92960000	4.43977	5.79598
chr15	32960000	1.37196	12.41958
chr10	62960000	9.10427	0.00000
chr3	91120000	2.13909	0.00000
chr17	30320000	0.00000	0.00000
chr13	54800000	4.82471	0.00000
chr5	88560000	75.40341	1.31093
chr7	100280000	0.98634	0.31410
chr3	69240000	0.03113	0.01322
chr10	83400000	25.82249	10.84007
chr5	118880000	0.00000	0.00000
chr2	68880000	3.09385	4.03751
chr17	82240000	0.00000	0.00000
chrX	151200000	8.20430	0.00000
chr4	130960000	0.30805	0.57076
chr4	137400000	63.34998	57.28053
chr11	49280000	2.84544	0.06779
chr6	116200000	675.72088	429.92160
chr7	14760000	0.00000	0.00000
chr19	11680000	0.00000	0.00000
chr3	143720000	0.00000	0.00000
chr13	49840000	4.31335	1.16334
chr1	20800000	0.37875	0.09414
chr2	90880000	23.07246	17.08233
chr4	137880000	4.13049	6.21922
chr1	191560000	1.20449	0.64519
chrX	105840000	0.00000	0.00000
chr1	133920000	0.00000	0.00000
chr6	141280000	0.03813	0.09989
chrX	89400000	0.00000	0.00000
chrX	144720000	0.00373	0.02531
chr12	13280000	145.13180	83.19007
chr4	143880000	0.00000	0.00000
chr2	144240000	0.00000	0.00000
chr5	141400000	0.00000	0.00000
chrX	24440000	0.03215	0.00000
chr10	68280000	13.37945	2.37899
chr9	108880000	0.81122	0.36889
chr5	65000000	0.32638	0.40673
chr2	24160000	0.01535	0.00000
chr2	13040000	0.02316	0.05900
chr2	38560000	0.02154	0.00610
chr9	66360000	6.52100	9.26648
chr4	136480000	13.59467	0.11933
chr10	127760000	1.55500	0.00401
chr9	98720000	0.00000	0.00000
chr19	44800000	0.00000	0.00000
chr13	56520000	0.00000	0.00000
chr18	34360000	19.13682	8.22829
chr2	153840000	305.21680	165.77014
chr5	135920000	114.79072	0.10103
chr5	137200000	1.26230	0.40029
chr13	40880000	6.66685	0.00000
chr10	34320000	14.37533	0.31416
chr7	104880000	2.12994	0.00000
chr9	96440000	0.00000	0.24238
chr4	135480000	0.00000	0.00000
chr17	38040000	38.08839	4.37736
chr7	35080000	9.90907	12.39091
chr1	108400000	0.00757	0.00000
chr1	128160000	0.37418	0.00000
chr1	67280000	0.00000	0.00000
chr16	91240000	0.02299	2.57103
chr5	138160000	1.99123	5.81038
chr6	124240000	0.05805	0.00000
chr4	152080000	2.79900	1.19649
chr1	57920000	0.00000	0.00000
chr1	153960000	0.00000	0.02657
chr17	75560000	25.76598	8.52616
chr2	156480000	0.20793	0.00000
chr2	16360000	1.23952	7.95284
chr6	142480000	0.00000	0.00597
chr5	75360000	0.00000	0.00000
chrX	15920000	0.00000	0.00000
chr1	178320000	33.89866	16.41063
chr2	105160000	0.81711	0.00000
chr17	21880000	7.29461	3.84215
chr13	42880000	0.00000	0.00000
chr4	41560000	0.00000	0.01910
chr5	33680000	52.23454	0.04120
chr6	97160000	1.56292	0.00899
chr6	39280000	0.18868	0.32045
chr2	144560000	22.67427	9.17354
chrY	27600000	0.00000	0.00000
chrY	49320000	0.00000	0.00000
chr14	54840000	0.60815	0.18445
chr6	112520000	0.01170	0.00000
chr15	96320000	6.78472	10.37395
chr6	81640000	0.00000	0.00000
chr1	24680000	1.98071	4.46593
chr8	45400000	0.11294	0.31703
chrX	124880000	369.45747	197.90107
chr3	74360000	0.00000	0.00000
chr5	8760000	0.02728	0.00000
chr3	94360000	0.42452	0.00000
chr12	28640000	1870.45126	1743.78004
chr15	102760000	5.13280	3.82648
chr6	125240000	1.59628	0.00000
chr9	50800000	4.62529	1.96817
chr6	135880000	0.00000	0.00000
chr17	46760000	8.16278	0.31567
chr12	56080000	0.00000	0.00000
chr14	60080000	24.33334	23.75748
chr3	8760000	0.00000	0.00000
chr7	33160000	0.01885	0.01601
chr5	35680000	0.00842	0.01787
chr11	118240000	0.07982	0.30504
chr5	121720000	1.88705	1.36709
chr5	122640000	3.08329	10.41099
chr11	41400000	0.00000	0.00000
chr11	96480000	0.08769	0.00000
chr7	140720000	0.01805	0.00000
chr14	70120000	7.89924	10.21969
chr10	59480000	0.02010	0.02845
chr6	142520000	57.10733	77.19989
chr3	116440000	0.48668	2.08985
chr7	127240000	101.98444	15.86230
chrX	28160000	0.02923	0.02482
chr4	128960000	0.00000	0.00000
chr5	106880000	0.18868	0.00000
chr9	21800000	60.95206	20.04835
chrX	95960000	24.10612	5.76598
chr1	162000000	0.73836	3.02317
chr18	15440000	0.00368	0.33398
chr5	49520000	0.01200	0.00510
chr3	88720000	11.61591	0.00000
chr13	71120000	0.00000	0.00000
chr1	119880000	0.00000	0.06897
chr10	130600000	153.96521	0.00000
chr18	43440000	7.17340	16.37374
chr14	62840000	3.65961	0.00000
chr19	13200000	0.00000	0.00000
chr7	30280000	82.83040	48.11700
chr4	144760000	0.03045	0.06464
chr17	45760000	0.28848	0.21436
chr5	144920000	0.21975	0.18662
chr2	170960000	0.02504	0.17011
chr11	50920000	4.88467	1.68246
chr3	75400000	0.00000	0.00000
chr11	63880000	195.89303	256.88944
chr17	88000000	201.05457	45.89775
chr5	111280000	0.00000	0.00000
chr10	39200000	0.07904	0.02237
chr6	126840000	0.09386	0.00000
chr5	73040000	0.12417	0.00638
chr9	70560000	30.13925	0.14825
chr6	8800000	1.88344	2.10813
chr9	119480000	3.14758	0.00000
chr9	57240000	0.00000	0.00000
chr4	137280000	0.04454	0.76021
chr17	13400000	0.00000	0.00000
chr8	110120000	0.67851	0.00000
chr6	4640000	2.72525	0.62570
chr2	166680000	0.00000	0.00000
chr8	54880000	0.00000	0.13330
chr4	12040000	0.00000	0.00000
chr2	115640000	0.62962	0.17823
chr3	65320000	0.01811	0.01794
chr6	124640000	0.02105	0.02979
chr7	33440000	0.00000	0.00000
chr5	65920000	0.03889	0.00000
chr6	135680000	0.41975	0.00000
chr14	49600000	0.00000	0.00000
chr5	107600000	12.32749	11.14728
chr5	12960000	0.33962	0.14420
chr13	13440000	14.13735	0.00000
chr10	69360000	71.61403	52.82675
chrY	15640000	0.00000	0.00000
chrX	137240000	0.03262	0.03693
chr2	26320000	0.79115	9.37358
chrX	107240000	0.00000	0.00000
chr4	144960000	0.12882	0.21879
chr1	163960000	3.14212	1.53374
chr2	14360000	0.04052	0.06021
chr6	131600000	0.00000	0.00000
chr2	87480000	0.00000	0.00000
chr5	116480000	0.01347	0.68618
chrY	50800000	0.00000	0.00000
chr2	140120000	0.00000	0.00000
chr7	99680000	0.00000	0.00000
chr6	39040000	0.00000	0.00000
chrY	10640000	0.00000	0.00000
chr12	84920000	0.00000	0.05556
chr7	142160000	0.00000	0.00000
chr15	98720000	0.45462	0.06714
chr3	95280000	3.70812	0.00000
chr3	148360000	0.00000	0.00000
chr18	61280000	899.62403	705.58466
chr10	77880000	0.00000	0.00000
chr14	30960000	8.72901	0.00000
chr9	55080000	0.12324	0.25027
chr1	71920000	0.00000	0.00000
chr3	55440000	0.00474	0.00000
chr14	100440000	0.00000	0.00000
chr5	61640000	0.00000	0.00000
chr7	46840000	11.29498	12.19736
chrX	48160000	0.03489	0.00593
chr5	115440000	0.65054	0.30136
chr2	87360000	0.09530	0.16186
chr8	87480000	0.99236	0.00000
chr3	70840000	0.01035	0.00879
chr14	110600000	0.17457	0.00000
chr18	27600000	327.24143	187.47614
chrX	71240000	0.65413	0.60786
chrX	100800000	3.17068	6.66086
chr5	124840000	0.00000	0.04219
chr9	60840000	0.00000	0.08460
chr6	52760000	0.00000	0.00000
chr5	99040000	8.93917	0.86865
chr18	4400000	19.34118	0.02415
chr17	23160000	0.00000	0.00000
chr6	134840000	1.31350	0.11635
chr6	122440000	0.00000	0.00000
chrY	78680000	0.00000	0.00000
chr2	143560000	0.20549	0.07835
chr5	137440000	0.33716	0.34359
chr7	62480000	149.79006	85.97163
chr9	83200000	0.00000	0.00000
chr4	116560000	29.88707	0.46467
chr2	166920000	65.30692	29.06233
chr9	104160000	0.04240	0.01800
chrY	74840000	0.00000	0.00000
chrY	82120000	0.00000	0.00000
chr16	77480000	0.00531	0.43261
chr3	9520000	0.00993	0.00422
chr11	85920000	0.21969	0.04198
chr4	119760000	0.02894	0.01183
chr10	58720000	0.00000	0.00000
chr1	73400000	0.00000	0.00000
chrX	7960000	39.35220	0.02225
chr4	13760000	0.57264	0.48231
chr13	84080000	0.00000	0.26987
chr16	22840000	0.26383	0.11202
chr11	74680000	16.96380	5.01338
chrGL456350.1	240000	0.00000	0.00000
chr8	79720000	168.38403	1.51478
chr6	135120000	0.01349	0.03436
chr8	35160000	0.00000	0.00000
chrY	2080000	0.03182	0.00000
chr14	5600000	0.03248	0.00000
chr13	23440000	26.23517	5.62186
chr4	120320000	0.08572	0.00692
chr18	18120000	0.00000	0.00000
chr7	73400000	0.05927	3.49793
chr8	85720000	2.55711	0.00000
chr1	134840000	0.28628	0.00000
chr17	66440000	301.23613	255.81318
chr10	40040000	2.37192	1.03860
chrX	19920000	11.25573	7.43438
chr10	53760000	0.99981	2.59817
chr11	116120000	9.21302	7.51425
chrX	37120000	1644.57296	13.68275
chr9	98960000	0.02817	0.00000
chr6	8600000	0.23966	0.12720
chr4	107840000	1.13082	0.06847
chr5	114000000	1.23727	1.63047
chr10	38200000	0.00000	0.00000
chrY	65560000	0.00000	0.00000
chr17	53840000	0.00000	0.00000
chr11	33160000	1.11727	1.49670
chr15	38520000	30.10620	1.05749
chr9	114080000	0.87846	0.08189
chr2	127760000	0.19554	0.01581
chr4	72200000	0.00000	0.00000
chrX	130560000	2.63116	0.50325
chr14	45240000	0.66350	0.00000
chr16	17520000	4.53507	0.00000
chr2	28840000	0.00000	0.12792
chr5	90560000	0.00000	0.00000
chr8	106000000	8.51561	0.00000
chr4	4560000	0.03620	0.00000
chr6	87680000	2.29506	0.00000
chr9	16520000	0.14169	7.73777
chr15	79560000	28.95007	73.07119
chr5	30320000	0.80062	0.13007
chrX	145520000	2.18535	7.75369
chr19	18680000	39.14516	15.32344
chr7	29960000	5.05139	0.16718
chr14	112000000	0.00000	0.00000
chr2	29520000	0.00000	0.00000
chr1	97200000	0.00000	0.00000
chr13	4640000	42.77187	38.45704
chr12	89280000	0.14669	0.00000
chr4	104880000	0.11816	0.00000
chr1	33760000	1.09912	0.00000
chr6	54440000	0.21793	0.07804
chr4	120640000	0.00000	0.24863
chr7	61800000	0.00000	0.25178
chr9	32960000	0.00000	0.00000
chr9	35160000	0.00000	0.00000
chr5	14600000	0.04550	0.08999
chr16	13280000	2.15046	2.91309
chr9	88440000	2.85367	2.15844
chr7	81520000	0.92014	0.00000
chr10	44560000	2.64946	0.12997
chr1	58160000	0.00000	0.00000
chr1	184960000	0.00000	0.00000
chr11	99600000	0.00000	0.00000
chr5	13560000	0.00695	0.07087
chr11	80040000	0.49059	0.10637
chr4	46360000	7.86896	10.25987
chr2	176440000	27.79533	46.84007
chr18	62680000	0.18201	0.00000
chr6	69840000	0.00000	0.00000
chr18	9320000	0.00702	0.00000
chr5	67880000	1.13423	0.25604
chr9	54880000	24.55781	22.89218
chr1	56560000	0.00000	0.00000
chrY	85800000	0.00000	0.00000
chr3	92440000	24.26104	0.00000
chr7	80400000	1.04611	0.31587
chr13	12720000	4.01432	0.41743
chr12	104360000	0.51071	0.01255
chr11	94000000	35.44623	16.74512
chr11	66920000	0.84944	0.01511
chr14	41240000	0.04658	0.00000
chr15	89920000	0.00000	0.00000
chr7	44760000	8.96561	0.64012
chrY	71400000	0.00000	0.00000
chr1	58400000	130.95578	0.13909
chr8	84960000	0.21111	0.00000
chr7	4240000	0.00000	0.00000
chr9	24320000	0.00000	0.00000
chrY	33760000	0.00000	0.00000
chr4	39320000	0.00000	0.00000
chr11	82600000	0.17457	0.00000
chr5	89920000	0.08944	5.18811
chr18	12360000	0.82051	0.01181
chr2	89680000	0.00000	0.00000
chr3	138640000	0.00000	0.00000
chr15	75920000	91.30372	0.63785
chr3	77600000	0.00000	0.00000
chr8	71560000	29.50966	24.64470
chr16	88880000	0.00000	0.00000
chr3	127080000	0.02433	0.17045
chr18	34840000	0.00000	0.00907
chr3	130560000	0.00000	0.02578
chr11	72920000	0.57651	0.58749
chr13	13240000	222.65297	140.11698
chr2	153680000	76.81158	0.02209
chr7	41400000	6.58061	0.40269
chr11	94160000	3.02949	3.19682
chr10	129800000	0.00000	0.00000
chrY	50240000	0.00000	0.00000
chr11	108840000	0.00776	0.02637
chr8	3400000	5.12639	2.82290
chrY	83440000	0.00000	0.00000
chr9	74800000	0.00000	0.00000
chr8	43720000	0.00000	0.00000
chr3	134200000	0.00000	0.00000
chr3	64160000	0.02055	0.01163
chr6	8240000	3.40108	5.19301
chr11	51120000	0.01514	0.00000
chr5	132840000	0.00000	0.00000
chr12	63640000	0.00000	0.00000
chr5	94800000	0.09038	0.00000
chr1	70080000	0.84904	0.54076
chr4	41720000	37.42318	24.70145
chrX	111880000	0.00000	0.00000
chr14	21520000	13.45131	1.95521
chr7	44520000	4.59768	1.30785
chr7	103160000	0.00000	0.00000
chr1	37720000	0.00842	0.02145
chr11	52000000	37.45311	0.00000
chr5	14840000	0.00000	0.08605
chr14	13800000	0.02979	0.00000
chr2	31680000	62.42670	0.00000
chr15	66320000	0.15947	0.01378
chr14	20960000	19.34685	12.98348
chr3	97320000	0.80059	3.04437
chrX	136440000	0.00000	0.00000
chr10	117240000	25.06445	0.00000
chr4	62960000	0.00000	0.00000
chr7	127440000	2.94185	4.72272
chr13	19240000	0.00000	0.00000
chr7	19840000	2.50910	0.63134
chr15	36320000	100.76933	67.68305
chr4	155920000	4.37898	0.13109
chr13	92520000	0.25699	1.17158
chr5	68120000	0.00000	0.00000
chr11	74240000	0.00000	0.00000
chr4	110360000	0.55825	7.10226
chr11	12960000	0.62545	0.37323
chr1	131640000	0.28363	0.20645
chr18	51640000	0.00000	0.00000
chr7	30760000	46.07308	45.92392
chr1	74280000	0.00000	0.00000
chr7	119320000	0.00000	0.00000
chr12	76360000	0.45985	1.30869
chr1	138600000	0.15821	0.31638
chr8	53520000	10.59290	0.00000
chr16	62880000	5.67951	4.62741
chr5	53720000	0.01015	0.16371
chr2	117360000	0.92727	1.09337
chr11	60920000	6.70715	2.56217
chr7	127200000	34.28971	0.00000
chr5	96520000	0.09703	0.00000
chrX	77680000	0.00000	0.00000
chr12	37280000	0.00000	0.00252
chr6	116960000	0.00000	0.00000
chr18	82480000	0.20006	3.16944
chr11	54480000	0.69181	2.49684
chr5	122080000	0.06855	0.00000
chr11	49160000	0.00000	0.00000
chr15	54800000	0.00000	0.00000
chr4	40720000	3.34480	0.15982
chr2	63440000	0.00000	0.00000
chrX	40680000	0.06671	0.00000
chr16	20320000	21.62562	6.47208
chr10	79560000	4.64417	0.00000
chr9	85800000	292.66818	0.00000
chr2	172960000	0.32533	4.87039
chr8	98680000	0.00000	0.00000
chr7	110240000	13.49955	8.37964
chr14	43800000	0.04114	0.00000
chr2	30320000	19.96581	3.55092
chr5	100360000	0.06325	0.03581
chr11	71040000	21.38458	7.97362
chr8	34160000	10.22069	9.81821
chr4	19000000	0.00000	0.00000
chr13	99200000	0.00676	0.00000
chr13	10360000	0.00000	0.00000
chr5	50560000	0.00000	0.00000
chr11	118040000	0.23060	0.39166
chr9	110400000	0.01656	0.04220
chr16	89200000	0.00000	0.00000
chr5	68040000	0.03488	0.00000
chrY	5480000	0.00000	0.00000
chr2	130040000	1.09318	0.00000
chr2	169400000	0.00000	0.00000
chr4	107800000	8.55585	3.95658
chr9	44960000	998.45978	475.65169
chr11	69760000	10.53544	0.00000
chr14	3880000	0.16886	0.00000
chr3	93400000	0.00000	0.00000
chr9	53640000	3.97137	0.00000
chr9	97320000	0.02981	0.00000
chr13	43080000	0.00000	0.00000
chr6	115880000	6.47746	4.29904
chr1	64400000	0.00000	0.00000
chr11	115520000	76.69717	4.28980
chrY	2120000	0.00000	0.00000
chr7	143120000	0.02044	0.02479
chr4	54040000	0.00000	0.00000
chr10	22400000	2.41101	1.26590
chr18	16040000	0.00000	0.00000
chr12	12280000	2.86389	1.45988
chr16	37560000	18.69372	10.63544
chr3	97680000	2.70873	0.00000
chr14	34040000	0.00000	0.00000
chr11	84160000	25.85144	6.91775
chr19	12600000	0.06310	0.00000
chr2	180680000	15.62864	1.29764
chr7	110160000	12.39483	5.94938
chr17	15400000	2.28628	0.51738
chr2	150680000	2.34391	0.15203
chr7	7160000	4.69074	6.26081
chr6	86000000	6.20922	5.78936
chr13	85320000	7.64205	10.43572
chr9	91760000	0.00000	0.01923
chr9	48640000	0.07111	0.07045
chr17	13520000	0.01581	0.00000
chr5	88200000	0.00000	0.00000
chr3	87440000	0.08051	0.00000
chr15	101760000	0.15388	0.00000
chr7	3640000	173.48695	113.40250
chr9	112120000	0.00000	0.00000
chrY	10360000	0.00000	0.00000
chr10	8920000	6.89633	0.28724
chr10	78400000	257.50137	0.87552
chr1	90160000	0.06958	0.27992
chr10	62400000	3.04309	2.92259
chr14	100240000	0.05388	0.00000
chr4	123000000	3.79776	0.34862
chr1	90240000	0.46865	0.00000
chr9	35760000	0.00000	0.09038
chr9	110760000	0.25544	3.98049
chr9	88160000	0.00000	0.00000
chr1	138000000	0.00551	0.00000
chr17	25120000	6.82201	4.61643
chr4	129360000	65.33327	4.29340
chr15	75280000	0.00000	0.00000
chr18	78240000	0.00000	0.05947
chrX	7560000	0.06332	0.11927
chr11	90880000	0.04723	0.02005
chr1	21120000	0.03421	0.20336
chr11	100800000	2.49098	0.05508
chr10	112120000	1.20359	0.00000
chrX	94560000	18.45991	0.00000
chr5	122840000	49.19896	35.93222
chrX	4960000	0.00000	0.00000
chr2	38880000	0.33355	4.38300
chr9	26880000	0.02271	0.00000
chr1	83120000	0.06572	0.00000
chrX	57240000	0.00000	0.00000
chr10	51600000	0.27787	0.00000
chr13	37800000	0.74763	1.06573
chr3	30600000	2.68422	0.00000
chr14	100320000	2.76761	3.45278
chr1	172560000	0.18950	0.01688
chr12	55520000	12.50785	14.99727
chr3	41120000	13.50501	11.68389
chr11	33000000	0.00000	0.00000
chrY	43400000	0.00000	0.00000
chr7	100520000	3.92873	1.96548
chr19	36760000	0.30914	0.70006
chr11	19960000	4.98615	2.96710
chr16	23920000	0.00000	7.20291
chr6	23160000	5.86253	0.43635
chr8	80760000	89.50816	43.01198
chr3	77120000	0.00000	0.00000
chr2	6360000	3.62498	5.30252
chr2	151800000	0.00000	0.02785
chr4	34400000	0.00000	0.00000
chr7	28920000	0.14531	0.02244
chr6	127960000	0.00000	0.02463
chr15	101120000	0.00000	0.04400
chr18	41960000	32.48160	10.93272
chr5	65400000	831.42431	713.76228
chr18	6240000	0.00000	0.00000
chr18	67640000	5.40020	14.05489
chr19	6560000	0.19662	0.00000
chr2	126520000	0.06170	0.01429
chrX	74000000	20.32778	11.36545
chr7	14880000	0.00000	0.00000
chr10	60240000	0.55758	0.00000
chr13	48600000	0.00000	0.24034
chr7	130960000	3.82790	0.18182
chr14	21840000	54.98994	0.98456
chr19	27240000	0.70871	3.72295
chr8	52080000	0.00000	0.00000
chrX	160520000	2.14554	0.13386
chr5	45720000	1.68552	2.29174
chr5	41440000	0.00000	0.00000
chr2	46320000	0.00000	0.00000
chrX	148520000	1.05979	0.00804
chr2	25080000	0.49597	3.02139
chr5	101680000	0.02381	1.16263
chr2	32680000	1.61041	0.00000
chr5	10720000	0.00000	0.00000
chr11	65840000	5.17588	5.66654
chr13	108480000	1.08906	0.71741
chr17	57120000	0.95672	1.49596
chr8	105040000	0.01114	0.00000
chr10	7960000	8.62850	9.88453
chr17	47320000	0.76762	0.00000
chr10	60840000	3.94516	3.51833
chr5	133600000	0.00000	0.00000
chr16	44040000	0.00000	0.00000
chr1	13960000	0.00000	0.00000
chr3	19520000	0.08902	0.02520
chrX	77800000	1.74340	1.04346
chr9	88720000	0.06065	0.11238
chr1	80760000	0.02250	0.03461
chr16	58560000	0.11674	1.05401
chr2	101600000	0.00000	0.00000
chr10	108400000	569.14753	625.73220
chr5	127880000	0.03226	0.00000
chr1	117680000	0.00772	0.00000
chr11	5160000	0.35548	2.79374
chr15	9560000	0.00000	0.00000
chr7	140480000	0.00000	0.00000
chr3	88200000	2.08111	1.26029
chr1	58040000	0.95460	1.80717
chr1	148960000	0.19457	0.00000
chr13	34080000	41.44961	108.93314
chr19	11920000	4.02253	0.00000
chr4	108200000	8.43693	4.97994
chr5	54600000	0.00000	0.00000
chr3	50840000	0.00000	0.00000
chr5	120440000	0.03473	2.67813
chr6	29800000	1.88682	2.77362
chr13	120160000	42.59512	0.03110
chr2	105560000	825.69231	0.00000
chr3	34800000	1.15322	0.01379
chr1	180400000	0.02142	0.10914
chr7	104200000	0.00000	0.00000
chr18	89560000	0.05747	0.00000
chr2	102320000	0.50827	0.64744
chr10	4400000	4.73407	1.86557
chr7	79280000	5.27977	2.72350
chr19	3320000	47.81638	0.49570
chrY	86960000	0.00000	0.00000
chr12	52720000	0.00728	1.74342
chr1	157480000	1.45214	0.90767
chr11	30000000	0.00000	0.00000
chr2	180840000	0.00000	0.00000
chr1	139440000	3.80471	0.00000
chr16	19800000	4.07218	13.40528
chr11	77520000	5.38976	0.55709
chr15	99400000	32.86713	1.03772
chr5	91240000	10.64869	6.67106
chr17	64760000	0.00000	0.00000
chr7	7200000	2.78983	1.13510
chr13	42800000	0.00000	0.00000
chrY	25240000	0.00000	0.00000
chr11	83120000	0.00000	0.00000
chr9	76680000	0.00000	0.00000
chr15	37520000	0.00000	0.00000
chr6	73320000	0.04405	0.00000
chr1	117600000	0.33962	0.43261
chrX	12920000	0.00000	0.02322
chr14	53440000	0.00000	0.00000
chr13	3480000	0.48641	0.34539
chr12	63080000	0.00000	0.00000
chr16	3880000	4.01485	0.50301
chrY	53760000	0.00000	0.00000
chr2	91040000	4.00648	1.05749
chr2	54120000	1.15144	0.11927
chr9	58560000	5.43879	0.16924
chrX	135280000	0.00000	0.00000
chr6	138640000	0.00000	0.00000
chr10	104880000	0.00000	0.00000
chr11	101680000	16768.52725	20362.37557
chrJH584299.1	200000	0.43920	0.00000
chr3	25240000	300.64735	191.24546
chr2	152680000	2.42421	0.06295
chr2	69600000	9.43505	16.57369
chrY	49440000	0.00000	0.00000
chr10	120680000	0.00000	0.00000
chr14	44600000	9.33943	3.03746
chr2	50320000	30.16282	25.18101
chr17	86520000	0.00000	0.00000
chr1	174440000	0.00000	0.00000
chr2	83560000	0.00000	0.11250
chr6	139360000	0.00000	0.00000
chr1	187120000	0.00807	0.00000
