gene	chr	coord	expression_breadth
ENSMUSG00000044014	chr8	66680000	15
ENSMUSG00000028453	chr4	43000000	32
ENSMUSG00000022768	chr16	17140000	32
ENSMUSG00000043314	chr11	58460000	1
ENSMUSG00000030393	chr7	10480000	29
ENSMUSG00000028459	chr4	43440000	32
ENSMUSG00000022868	chr16	22880000	30
ENSMUSG00000019579	chr17	56180000	32
ENSMUSG00000050763	chr11	49140000	0
ENSMUSG00000049011	chr14	50140000	0
ENSMUSG00000067524	chr19	12100000	1
ENSMUSG00000031168	chrX	8180000	32
ENSMUSG00000028454	chr4	43020000	32
ENSMUSG00000030291	chr6	146640000	32
ENSMUSG00000038717	chr9	44920000	23
ENSMUSG00000039013	chr7	43340000	31
ENSMUSG00000060216	chr11	70420000	32
ENSMUSG00000060030	chr11	58720000	2
ENSMUSG00000073922	chr7	104660000	0
ENSMUSG00000032487	chr1	150100000	32
ENSMUSG00000024680	chr19	11620000	16
ENSMUSG00000075102	chr2	89100000	0
ENSMUSG00000004561	chr14	51880000	32
ENSMUSG00000025377	chr11	120080000	32
ENSMUSG00000040857	chr7	25240000	32
ENSMUSG00000079162	chr9	89080000	18
ENSMUSG00000020131	chr10	80320000	32
ENSMUSG00000043091	chr15	99020000	32
ENSMUSG00000025364	chr10	128560000	32
ENSMUSG00000079480	chrX	102100000	23
ENSMUSG00000094269	chr9	39380000	0
ENSMUSG00000029570	chr5	140600000	32
ENSMUSG00000094449	chr9	39860000	0
ENSMUSG00000094925	chr14	41340000	2
ENSMUSG00000041073	chr11	6600000	32
ENSMUSG00000051727	chr7	97440000	32
ENSMUSG00000095648	chr2	176140000	23
ENSMUSG00000032604	chr9	108500000	32
ENSMUSG00000078520	chr4	137400000	6
ENSMUSG00000089942	chr7	3840000	27
ENSMUSG00000009995	chrX	74280000	32
ENSMUSG00000073568	chr18	46920000	3
ENSMUSG00000094954	chr14	42460000	1
ENSMUSG00000024912	chr19	5440000	32
ENSMUSG00000005547	chr7	26820000	16
ENSMUSG00000037548	chr17	34140000	32
ENSMUSG00000000359	chr2	152620000	32
ENSMUSG00000019756	chr13	27580000	22
ENSMUSG00000030636	chr7	82840000	14
ENSMUSG00000026208	chr1	75360000	32
ENSMUSG00000090891	chr6	87100000	28
ENSMUSG00000063188	chr17	37380000	0
ENSMUSG00000048109	chr3	107320000	32
ENSMUSG00000025218	chr19	45560000	32
ENSMUSG00000021228	chr12	84040000	31
ENSMUSG00000000805	chr11	84940000	32
ENSMUSG00000032135	chr9	44120000	32
ENSMUSG00000073400	chr17	36860000	19
ENSMUSG00000031875	chr8	104320000	32
ENSMUSG00000051396	chr2	3500000	32
ENSMUSG00000073899	chr7	106900000	2
ENSMUSG00000073207	chrX	52780000	25
ENSMUSG00000049225	chr4	11960000	32
ENSMUSG00000035790	chr16	32080000	32
ENSMUSG00000049521	chr15	78840000	32
ENSMUSG00000031986	chr8	124880000	23
ENSMUSG00000026856	chr2	30380000	32
ENSMUSG00000069294	chr13	22320000	0
ENSMUSG00000021441	chr13	61200000	10
ENSMUSG00000021880	chr14	51120000	32
ENSMUSG00000053080	chr19	7400000	32
ENSMUSG00000054161	chr7	45720000	31
ENSMUSG00000038204	chr5	24540000	31
ENSMUSG00000051003	chr16	3580000	1
ENSMUSG00000074569	chr2	172440000	32
ENSMUSG00000069292	chr13	22360000	0
ENSMUSG00000073610	chr18	33460000	20
ENSMUSG00000050463	chr15	101940000	20
ENSMUSG00000025127	chr11	120520000	29
ENSMUSG00000030324	chr6	115920000	30
ENSMUSG00000038745	chr7	140920000	29
ENSMUSG00000045009	chr6	113500000	31
ENSMUSG00000060407	chr7	27020000	14
ENSMUSG00000030612	chr7	78780000	32
ENSMUSG00000031429	chrX	140940000	32
ENSMUSG00000074342	chr3	105920000	23
ENSMUSG00000025577	chr11	119020000	32
ENSMUSG00000021040	chr12	87440000	32
ENSMUSG00000063632	chr12	27340000	30
ENSMUSG00000079559	chr9	51260000	23
ENSMUSG00000027341	chr2	132240000	32
ENSMUSG00000094483	chr11	6460000	32
ENSMUSG00000091983	chr6	42460000	1
ENSMUSG00000038583	chr10	53320000	32
ENSMUSG00000079511	chr6	83100000	23
ENSMUSG00000058743	chr7	45820000	31
ENSMUSG00000002500	chr17	24720000	30
ENSMUSG00000096546	chr10	25520000	20
ENSMUSG00000093639	chr7	43420000	1
ENSMUSG00000049709	chr7	108920000	27
ENSMUSG00000037161	chr3	51380000	29
ENSMUSG00000028936	chr4	152320000	32
ENSMUSG00000092260	chr8	69740000	23
ENSMUSG00000052160	chr12	112760000	32
ENSMUSG00000048080	chr14	50240000	2
ENSMUSG00000062314	chr19	13900000	0
ENSMUSG00000037362	chr15	54740000	31
ENSMUSG00000020444	chr11	59180000	32
ENSMUSG00000004187	chr15	76640000	32
ENSMUSG00000023952	chr17	46160000	32
ENSMUSG00000057997	chr7	140680000	1
ENSMUSG00000063900	chr8	43520000	1
ENSMUSG00000026205	chr1	75120000	30
ENSMUSG00000049630	chr2	13000000	30
ENSMUSG00000027371	chr2	127440000	32
ENSMUSG00000075176	chr2	86660000	0
ENSMUSG00000039238	chr11	121500000	30
ENSMUSG00000068099	chr15	82240000	24
ENSMUSG00000006642	chr5	30960000	29
ENSMUSG00000036120	chr8	70120000	32
ENSMUSG00000018899	chr11	53760000	32
ENSMUSG00000032291	chr9	54760000	31
ENSMUSG00000017837	chr11	100600000	32
ENSMUSG00000078576	chr4	121420000	0
ENSMUSG00000038690	chr5	145180000	32
ENSMUSG00000079436	chr1	87380000	27
ENSMUSG00000071561	chr16	36360000	3
ENSMUSG00000064225	chr9	95540000	32
ENSMUSG00000035165	chr7	100160000	30
ENSMUSG00000091400	chr14	6960000	6
ENSMUSG00000049287	chr11	59160000	32
ENSMUSG00000020116	chr11	17200000	32
ENSMUSG00000020781	chr11	115800000	32
ENSMUSG00000043999	chr11	30880000	29
ENSMUSG00000059743	chr3	89100000	23
ENSMUSG00000073969	chr7	102660000	1
ENSMUSG00000028447	chr4	41720000	32
ENSMUSG00000024186	chr17	26200000	32
ENSMUSG00000054074	chr2	18040000	32
ENSMUSG00000091114	chr14	4240000	2
ENSMUSG00000073974	chr7	102580000	0
ENSMUSG00000094578	chr14	5480000	6
ENSMUSG00000059134	chr10	129860000	0
ENSMUSG00000063049	chr8	47660000	32
ENSMUSG00000036199	chr8	69900000	32
ENSMUSG00000020284	chr10	77960000	32
ENSMUSG00000094796	chr13	120300000	26
ENSMUSG00000095797	chr14	5460000	10
ENSMUSG00000024570	chr18	80200000	32
ENSMUSG00000090643	chr14	5960000	8
ENSMUSG00000030603	chr7	28040000	32
ENSMUSG00000090512	chr14	5820000	10
ENSMUSG00000009551	chr2	32740000	31
ENSMUSG00000057021	chr4	156320000	11
ENSMUSG00000004500	chr7	12960000	32
ENSMUSG00000096730	chrJH584292.1	0	0
ENSMUSG00000031812	chr8	121580000	10
ENSMUSG00000019772	chr10	5620000	23
ENSMUSG00000006241	chr9	21920000	32
ENSMUSG00000044863	chr2	152600000	9
ENSMUSG00000072726	chr14	7320000	2
ENSMUSG00000071398	chr12	17000000	28
ENSMUSG00000057981	chr6	57140000	0
ENSMUSG00000043923	chr9	44400000	32
ENSMUSG00000038498	chr19	5320000	13
ENSMUSG00000031886	chr8	104920000	27
ENSMUSG00000053310	chr9	37540000	32
ENSMUSG00000068218	chrX	8360000	1
ENSMUSG00000079701	chrX	8580000	1
ENSMUSG00000063659	chr1	177440000	32
ENSMUSG00000020635	chr12	4840000	32
ENSMUSG00000071562	chr16	36260000	3
ENSMUSG00000034341	chr11	116080000	32
ENSMUSG00000059729	chr11	49480000	0
ENSMUSG00000079409	chr14	3180000	10
ENSMUSG00000019518	chr5	138160000	32
ENSMUSG00000072999	chr6	72620000	23
ENSMUSG00000096901	chr14	3920000	4
ENSMUSG00000048516	chr8	43560000	10
ENSMUSG00000030733	chr7	126460000	32
ENSMUSG00000095368	chr14	3620000	6
ENSMUSG00000068580	chr2	119200000	32
ENSMUSG00000091148	chr14	4480000	11
ENSMUSG00000095533	chr14	3380000	7
ENSMUSG00000094021	chr14	7040000	4
ENSMUSG00000002825	chr9	21400000	32
ENSMUSG00000035890	chr10	79760000	32
ENSMUSG00000079389	chr14	4300000	5
ENSMUSG00000042379	chr13	113200000	30
ENSMUSG00000069295	chr13	22280000	0
ENSMUSG00000091700	chr14	4700000	13
ENSMUSG00000079378	chr14	5120000	6
ENSMUSG00000095024	chr14	19600000	8
ENSMUSG00000059479	chr7	25620000	32
ENSMUSG00000062551	chr13	27840000	2
ENSMUSG00000024232	chr18	3500000	32
ENSMUSG00000050846	chr15	75940000	32
ENSMUSG00000090404	chr14	6760000	7
ENSMUSG00000094258	chr14	4620000	9
ENSMUSG00000096839	chr14	6620000	6
ENSMUSG00000073184	chr12	19280000	23
ENSMUSG00000071773	chrX	37220000	3
ENSMUSG00000061387	chr19	13640000	0
ENSMUSG00000021963	chr14	57780000	32
ENSMUSG00000029522	chr5	115460000	26
ENSMUSG00000022428	chr15	79640000	32
ENSMUSG00000044309	chr15	77520000	19
ENSMUSG00000072582	chr11	86680000	32
ENSMUSG00000090764	chr14	4160000	3
ENSMUSG00000090827	chr14	4980000	10
ENSMUSG00000048378	chr11	49140000	0
ENSMUSG00000094811	chr14	6300000	8
ENSMUSG00000060556	chr19	11860000	3
ENSMUSG00000037029	chr7	30160000	32
ENSMUSG00000051510	chr11	120620000	32
ENSMUSG00000040478	chr4	21680000	1
ENSMUSG00000053870	chr3	155080000	32
ENSMUSG00000033970	chr5	151640000	32
ENSMUSG00000038781	chr17	56000000	32
ENSMUSG00000030057	chr6	87840000	32
ENSMUSG00000032523	chr9	121780000	32
ENSMUSG00000056281	chrX	49880000	0
ENSMUSG00000019214	chr17	25720000	32
ENSMUSG00000021901	chr14	31240000	32
ENSMUSG00000048337	chr14	34140000	23
ENSMUSG00000044018	chr4	49520000	32
ENSMUSG00000044286	chr14	52040000	4
ENSMUSG00000073907	chr7	105300000	2
ENSMUSG00000031023	chr7	109700000	32
ENSMUSG00000000743	chr8	123200000	10
ENSMUSG00000023572	chr2	121000000	32
ENSMUSG00000074240	chr8	72200000	15
ENSMUSG00000045838	chr2	118760000	23
ENSMUSG00000058558	chr5	107900000	32
ENSMUSG00000000182	chr6	127060000	17
ENSMUSG00000026835	chr2	28080000	14
ENSMUSG00000032306	chr9	57540000	32
ENSMUSG00000031849	chr8	70360000	32
ENSMUSG00000060739	chr13	97120000	32
ENSMUSG00000080268	chr19	5040000	32
ENSMUSG00000022941	chr16	94320000	30
ENSMUSG00000038811	chr11	95820000	31
ENSMUSG00000050097	chr8	104820000	24
ENSMUSG00000036819	chr11	59440000	32
ENSMUSG00000014301	chr16	4620000	23
ENSMUSG00000026829	chr2	28480000	32
ENSMUSG00000030895	chr7	105600000	31
ENSMUSG00000004948	chr5	135980000	17
ENSMUSG00000073399	chr17	36880000	24
ENSMUSG00000006476	chr2	25040000	32
ENSMUSG00000046643	chr1	173180000	0
ENSMUSG00000057067	chr7	86500000	0
ENSMUSG00000068129	chr2	150560000	31
ENSMUSG00000057092	chr7	31060000	32
ENSMUSG00000029375	chr5	90780000	18
ENSMUSG00000035785	chr8	104320000	19
ENSMUSG00000069237	chr13	46660000	32
ENSMUSG00000031029	chr7	108920000	32
ENSMUSG00000057342	chr7	45700000	32
ENSMUSG00000075223	chr2	85320000	0
ENSMUSG00000031834	chr8	70760000	32
ENSMUSG00000018259	chr13	27340000	11
ENSMUSG00000095362	chr2	177840000	23
ENSMUSG00000051038	chrX	38080000	1
ENSMUSG00000044522	chr3	121640000	25
ENSMUSG00000011114	chr9	37640000	32
ENSMUSG00000031399	chrX	74380000	32
ENSMUSG00000032596	chr9	107960000	32
ENSMUSG00000030614	chr7	90460000	32
ENSMUSG00000000531	chr15	101220000	32
ENSMUSG00000056429	chr6	72600000	32
ENSMUSG00000075402	chr15	101880000	14
ENSMUSG00000072049	chrX	124120000	0
ENSMUSG00000089789	chr10	127740000	24
ENSMUSG00000045330	chrX	62280000	11
ENSMUSG00000020519	chr11	57800000	32
ENSMUSG00000053317	chr4	47460000	23
ENSMUSG00000020846	chr11	76020000	32
ENSMUSG00000061898	chr5	143180000	32
ENSMUSG00000049038	chr10	85120000	32
ENSMUSG00000052485	chr13	98680000	28
ENSMUSG00000048826	chr17	14200000	32
ENSMUSG00000073764	chr4	121320000	11
ENSMUSG00000013668	chr7	131140000	10
ENSMUSG00000027428	chr2	144540000	32
ENSMUSG00000036672	chr8	105840000	32
ENSMUSG00000028861	chr4	126040000	32
ENSMUSG00000095686	chr14	3980000	8
ENSMUSG00000057446	chr13	61240000	11
ENSMUSG00000095015	chr14	7180000	5
ENSMUSG00000096869	chr14	7120000	4
ENSMUSG00000096197	chr14	5040000	6
ENSMUSG00000027573	chr2	180700000	32
ENSMUSG00000089929	chr9	89180000	22
ENSMUSG00000096228	chr7	6480000	0
ENSMUSG00000018239	chr11	53320000	32
ENSMUSG00000002105	chr2	91060000	32
ENSMUSG00000043991	chr18	36280000	32
ENSMUSG00000061798	chr2	88840000	0
ENSMUSG00000030651	chr7	101580000	19
ENSMUSG00000022342	chr15	45100000	17
ENSMUSG00000049717	chr8	9960000	32
ENSMUSG00000035179	chr19	10480000	32
ENSMUSG00000056487	chr15	100340000	21
ENSMUSG00000046062	chr1	133120000	32
ENSMUSG00000003779	chr18	34620000	32
ENSMUSG00000009108	chr3	108080000	30
ENSMUSG00000043119	chr6	42880000	1
ENSMUSG00000062638	chr17	34360000	10
ENSMUSG00000031697	chr8	85280000	32
ENSMUSG00000039989	chr11	119080000	32
ENSMUSG00000011254	chr11	45940000	32
ENSMUSG00000095959	chr14	79860000	4
ENSMUSG00000033080	chr2	150680000	10
ENSMUSG00000026931	chr19	58780000	22
ENSMUSG00000060967	chrX	53420000	3
ENSMUSG00000063386	chr11	49440000	0
ENSMUSG00000036139	chr15	102960000	23
ENSMUSG00000026124	chr1	34520000	15
ENSMUSG00000048745	chr10	130000000	0
ENSMUSG00000046862	chr4	143400000	32
ENSMUSG00000090539	chr14	4760000	8
ENSMUSG00000057564	chr14	52460000	10
ENSMUSG00000062773	chr7	24660000	19
ENSMUSG00000035172	chr11	101160000	32
ENSMUSG00000031861	chr8	69820000	32
ENSMUSG00000002844	chr16	38440000	32
ENSMUSG00000096023	chr14	5320000	2
ENSMUSG00000096470	chr14	5680000	4
ENSMUSG00000026198	chr1	75180000	32
ENSMUSG00000094460	chr14	6200000	5
ENSMUSG00000029766	chr6	32040000	13
ENSMUSG00000064264	chr7	24500000	32
ENSMUSG00000018844	chr11	82880000	31
ENSMUSG00000090627	chr14	6520000	9
ENSMUSG00000029718	chr5	137600000	32
ENSMUSG00000049013	chr3	86000000	19
ENSMUSG00000022204	chr14	55000000	32
ENSMUSG00000030046	chr6	87420000	14
ENSMUSG00000033685	chr7	100480000	32
ENSMUSG00000057540	chr7	86260000	0
ENSMUSG00000003436	chr7	28300000	28
ENSMUSG00000095248	chr7	105100000	0
ENSMUSG00000074521	chr2	177880000	23
ENSMUSG00000028798	chr4	129600000	32
ENSMUSG00000096351	chr4	156240000	32
ENSMUSG00000035295	chr2	38980000	32
ENSMUSG00000044043	chr18	37440000	31
ENSMUSG00000057729	chr10	79860000	32
ENSMUSG00000029885	chr6	40880000	11
ENSMUSG00000024990	chr19	38120000	32
ENSMUSG00000032469	chr9	99560000	32
ENSMUSG00000021606	chr13	73320000	23
ENSMUSG00000049872	chr10	34080000	31
ENSMUSG00000061474	chr13	100740000	23
ENSMUSG00000033099	chr15	78920000	32
ENSMUSG00000093938	chr11	79520000	21
ENSMUSG00000063200	chr13	43380000	32
ENSMUSG00000000606	chr14	51400000	10
ENSMUSG00000035829	chr2	28440000	32
ENSMUSG00000018102	chr13	23680000	32
ENSMUSG00000048997	chr3	108200000	32
ENSMUSG00000037053	chr5	137980000	27
ENSMUSG00000090588	chr17	35620000	2
ENSMUSG00000053729	chr18	44160000	12
ENSMUSG00000020810	chr11	116640000	32
ENSMUSG00000043602	chr11	70760000	32
ENSMUSG00000023143	chr16	5200000	32
ENSMUSG00000027257	chr2	91240000	32
ENSMUSG00000031387	chrX	73920000	32
ENSMUSG00000031070	chr7	145300000	32
ENSMUSG00000044985	chr17	37780000	0
ENSMUSG00000057735	chr2	88480000	0
ENSMUSG00000019890	chr10	102480000	26
ENSMUSG00000042115	chr1	132280000	31
ENSMUSG00000034854	chr10	81340000	32
ENSMUSG00000019370	chr7	16920000	32
ENSMUSG00000021282	chr12	111520000	32
ENSMUSG00000055323	chr7	126760000	22
ENSMUSG00000031176	chrX	9660000	32
ENSMUSG00000046367	chr1	134540000	15
ENSMUSG00000026928	chr2	26360000	1
ENSMUSG00000075387	chr2	36480000	0
ENSMUSG00000025888	chr9	5280000	29
ENSMUSG00000050197	chrX	38120000	14
ENSMUSG00000063888	chr17	46780000	32
ENSMUSG00000032501	chr15	59640000	32
ENSMUSG00000068647	chr2	111280000	0
ENSMUSG00000075099	chr2	89160000	0
ENSMUSG00000068417	chr14	50940000	23
ENSMUSG00000037966	chr13	49180000	32
ENSMUSG00000074502	chr9	18400000	9
ENSMUSG00000090487	chr14	3020000	4
ENSMUSG00000091494	chr14	4820000	2
ENSMUSG00000003208	chr17	55940000	32
ENSMUSG00000021347	chr13	27600000	11
ENSMUSG00000045639	chr7	127600000	32
ENSMUSG00000040229	chrX	13620000	27
ENSMUSG00000028468	chr4	43560000	32
ENSMUSG00000049791	chr7	89400000	32
ENSMUSG00000007041	chr17	35040000	32
ENSMUSG00000032894	chrX	102860000	12
ENSMUSG00000058981	chr1	173180000	0
ENSMUSG00000038375	chr2	155380000	32
ENSMUSG00000091809	chr14	14400000	0
ENSMUSG00000024610	chr18	60800000	23
ENSMUSG00000091882	chr14	6040000	11
ENSMUSG00000006930	chr11	100340000	32
ENSMUSG00000015443	chr14	56160000	11
ENSMUSG00000024957	chr19	6920000	31
ENSMUSG00000050914	chr8	46000000	32
ENSMUSG00000032103	chr9	35540000	32
ENSMUSG00000025212	chr19	45040000	32
ENSMUSG00000041064	chr9	65580000	31
ENSMUSG00000015714	chr3	95300000	32
ENSMUSG00000021737	chr14	14120000	32
ENSMUSG00000053318	chr1	172580000	30
ENSMUSG00000068219	chrX	8320000	2
ENSMUSG00000095360	chr14	6440000	3
ENSMUSG00000038026	chr1	172320000	29
ENSMUSG00000006611	chr13	23700000	32
ENSMUSG00000046441	chr8	110200000	32
ENSMUSG00000095056	chr14	4380000	4
ENSMUSG00000094447	chr15	34340000	17
ENSMUSG00000047986	chr8	84020000	23
ENSMUSG00000022109	chr14	73500000	32
ENSMUSG00000096183	chr14	7260000	3
ENSMUSG00000025418	chr4	106480000	16
ENSMUSG00000020719	chr11	106780000	32
ENSMUSG00000071014	chr4	40260000	32
ENSMUSG00000029378	chr5	91120000	23
ENSMUSG00000032783	chr15	99060000	30
ENSMUSG00000036980	chr5	138180000	32
ENSMUSG00000021492	chr13	55420000	32
ENSMUSG00000084897	chr2	155000000	28
ENSMUSG00000000959	chr14	54360000	32
ENSMUSG00000027845	chr3	103800000	32
ENSMUSG00000061376	chr13	23140000	0
ENSMUSG00000091411	chr9	36120000	1
ENSMUSG00000078922	chr11	48980000	23
ENSMUSG00000074093	chr7	52000000	32
ENSMUSG00000036748	chr19	46320000	32
ENSMUSG00000079705	chrX	8400000	1
ENSMUSG00000004393	chr11	6260000	32
ENSMUSG00000030188	chr6	131280000	32
ENSMUSG00000019338	chr3	95000000	32
ENSMUSG00000051156	chr19	13680000	0
ENSMUSG00000014856	chr8	105320000	32
ENSMUSG00000026247	chr1	87140000	28
ENSMUSG00000070604	chr7	43460000	32
ENSMUSG00000094878	chr17	38060000	0
ENSMUSG00000031245	chrX	109000000	32
ENSMUSG00000021731	chr13	118380000	32
ENSMUSG00000073700	chr4	152000000	32
ENSMUSG00000070877	chr4	107200000	18
ENSMUSG00000011486	chr17	57040000	25
ENSMUSG00000072949	chr12	84000000	32
ENSMUSG00000041703	chr14	122460000	18
ENSMUSG00000044827	chr5	64920000	31
ENSMUSG00000054312	chr3	95860000	32
ENSMUSG00000004558	chr14	51900000	32
ENSMUSG00000034686	chr13	55460000	23
ENSMUSG00000030782	chr7	128240000	32
ENSMUSG00000046822	chr10	81020000	32
ENSMUSG00000075105	chr2	89060000	0
ENSMUSG00000044320	chr2	30800000	32
ENSMUSG00000068922	chr3	88900000	32
ENSMUSG00000063656	chr5	72960000	23
ENSMUSG00000051036	chr3	88060000	4
ENSMUSG00000096740	chr19	8880000	2
ENSMUSG00000033450	chr17	7920000	23
ENSMUSG00000051444	chr3	37300000	32
ENSMUSG00000026728	chr2	13560000	32
ENSMUSG00000035367	chr13	58400000	32
ENSMUSG00000024787	chr19	6120000	32
ENSMUSG00000010362	chr11	101620000	32
ENSMUSG00000074419	chr7	3820000	18
ENSMUSG00000000706	chr13	23460000	18
ENSMUSG00000042801	chr10	129100000	0
ENSMUSG00000000078	chr13	5860000	32
ENSMUSG00000096818	chr19	9600000	2
ENSMUSG00000095030	chr14	52340000	0
ENSMUSG00000046678	chr9	40020000	0
ENSMUSG00000068950	chr2	36360000	0
ENSMUSG00000030155	chr6	129100000	17
ENSMUSG00000031807	chr8	71580000	32
ENSMUSG00000029388	chr5	124560000	32
ENSMUSG00000079042	chr8	65020000	12
ENSMUSG00000018858	chr11	115400000	32
ENSMUSG00000027881	chr3	108900000	32
ENSMUSG00000050030	chr14	50140000	0
ENSMUSG00000059069	chr14	50740000	0
ENSMUSG00000001403	chr2	164760000	32
ENSMUSG00000070601	chr10	130380000	6
ENSMUSG00000090799	chr14	50880000	22
ENSMUSG00000027296	chr2	119740000	32
ENSMUSG00000029591	chr5	114120000	32
ENSMUSG00000027869	chr3	98800000	14
ENSMUSG00000031770	chr8	94380000	32
ENSMUSG00000046556	chr8	95320000	32
ENSMUSG00000030357	chr6	128420000	32
ENSMUSG00000039182	chr13	14620000	32
ENSMUSG00000005732	chr16	18240000	32
ENSMUSG00000044248	chr6	89940000	10
ENSMUSG00000089922	chr12	49380000	13
ENSMUSG00000004542	chr7	18780000	14
ENSMUSG00000036578	chr7	31040000	32
ENSMUSG00000093877	chr7	6500000	0
ENSMUSG00000072980	chr2	119600000	32
ENSMUSG00000024101	chr17	66100000	32
ENSMUSG00000037278	chr11	78540000	23
ENSMUSG00000007458	chr6	122300000	23
ENSMUSG00000066803	chr7	12360000	0
ENSMUSG00000047225	chr7	105160000	0
ENSMUSG00000004980	chr6	51460000	32
ENSMUSG00000039886	chr5	135740000	32
ENSMUSG00000072707	chr14	14320000	5
ENSMUSG00000028071	chr3	87840000	27
ENSMUSG00000039055	chr11	94640000	32
ENSMUSG00000005204	chr11	69680000	32
ENSMUSG00000066090	chr4	103020000	24
ENSMUSG00000051593	chr4	52900000	1
ENSMUSG00000029385	chr5	93260000	32
ENSMUSG00000019312	chr11	98440000	32
ENSMUSG00000055818	chr6	124900000	23
ENSMUSG00000058818	chr7	3720000	32
ENSMUSG00000001348	chr9	22120000	32
ENSMUSG00000046854	chr2	32560000	29
ENSMUSG00000026111	chr1	37420000	32
ENSMUSG00000021120	chr12	79080000	32
ENSMUSG00000026805	chr2	28900000	24
ENSMUSG00000031158	chrX	7880000	32
ENSMUSG00000074480	chr3	88520000	32
ENSMUSG00000092164	chr6	139500000	8
ENSMUSG00000078865	chr2	177560000	10
ENSMUSG00000078906	chr2	175000000	13
ENSMUSG00000028417	chr4	53760000	18
ENSMUSG00000020434	chr11	3880000	29
ENSMUSG00000027559	chr3	14860000	32
ENSMUSG00000044923	chr2	85960000	2
ENSMUSG00000086112	chr14	60080000	6
ENSMUSG00000019359	chrX	100720000	32
ENSMUSG00000040552	chr6	122840000	32
ENSMUSG00000063583	chr1	92600000	1
ENSMUSG00000049149	chr2	89920000	0
ENSMUSG00000018861	chr11	115260000	32
ENSMUSG00000067399	chr9	88820000	20
ENSMUSG00000028640	chr2	172540000	19
ENSMUSG00000035486	chr10	80340000	31
ENSMUSG00000048391	chr9	19240000	0
ENSMUSG00000068011	chr6	115580000	32
ENSMUSG00000025582	chr11	119540000	30
ENSMUSG00000024312	chr17	33940000	32
ENSMUSG00000034744	chr6	83780000	32
ENSMUSG00000063661	chr15	101800000	15
ENSMUSG00000020495	chr11	87080000	32
ENSMUSG00000026940	chr2	25600000	29
ENSMUSG00000031165	chrX	8080000	31
ENSMUSG00000031170	chrX	8260000	31
ENSMUSG00000029545	chr5	115100000	32
ENSMUSG00000015804	chr5	45520000	32
ENSMUSG00000071491	chr13	22800000	1
ENSMUSG00000028464	chr4	43520000	32
ENSMUSG00000035201	chr4	101840000	0
ENSMUSG00000008475	chr1	152760000	32
ENSMUSG00000058287	chr11	58420000	6
ENSMUSG00000059626	chrX	37540000	1
ENSMUSG00000078487	chr4	155780000	14
ENSMUSG00000071772	chrX	37240000	0
ENSMUSG00000028039	chr3	89320000	32
ENSMUSG00000038751	chr2	181200000	22
ENSMUSG00000018669	chr11	96900000	32
ENSMUSG00000010651	chr9	119140000	32
ENSMUSG00000025172	chr19	42020000	26
ENSMUSG00000047603	chr7	24120000	32
ENSMUSG00000061808	chr18	20660000	31
ENSMUSG00000079339	chr19	34600000	29
ENSMUSG00000029198	chr5	36460000	32
ENSMUSG00000040258	chr10	127520000	28
ENSMUSG00000043698	chr4	118640000	0
ENSMUSG00000030474	chr7	43660000	32
ENSMUSG00000007837	chr7	45060000	32
ENSMUSG00000026791	chr2	32980000	32
ENSMUSG00000000690	chr11	96280000	28
ENSMUSG00000044734	chr13	32840000	32
ENSMUSG00000021252	chr12	85820000	32
ENSMUSG00000015656	chr9	40800000	23
ENSMUSG00000091471	chr19	44540000	10
ENSMUSG00000027297	chr2	119760000	32
ENSMUSG00000024738	chr19	10660000	19
ENSMUSG00000073018	chr6	71280000	19
ENSMUSG00000096051	chr6	89700000	10
ENSMUSG00000036775	chr17	26080000	32
ENSMUSG00000074884	chr2	121440000	23
ENSMUSG00000034875	chr7	35540000	32
ENSMUSG00000000394	chr2	62480000	21
ENSMUSG00000091059	chr5	109220000	0
ENSMUSG00000019088	chrX	74280000	32
ENSMUSG00000006488	chr13	27640000	11
ENSMUSG00000017064	chr13	28140000	10
ENSMUSG00000001555	chr11	100400000	32
