geneId	geneName	start	end	strand	chr
ENSMUSG00000097609	Gm26659	68218173	68228413	-1	8
ENSMUSG00000096943	Gm26721	83887079	83899501	-1	8
ENSMUSG00000097193	Gm26664	84665128	84669406	1	8
ENSMUSG00000097026	Gm26786	106237903	106425728	-1	8
ENSMUSG00000097380	Gm26816	110863229	110940314	-1	8
ENSMUSG00000097109	Gm26580	21959842	21962530	1	1
ENSMUSG00000097272	Gm26649	64029463	64032927	1	1
ENSMUSG00000097131	D230017M19Rik	72236465	72274869	1	1
ENSMUSG00000097285	Gm26683	91297203	91304405	-1	1
ENSMUSG00000096941	Gm26720	91989051	91992628	1	1
ENSMUSG00000097454	Gm26892	132036805	132067945	1	1
ENSMUSG00000097540	1700037F24Rik	132201069	132203803	-1	1
ENSMUSG00000097014	Gm26706	133610411	133614422	1	1
ENSMUSG00000096984	Gm26523	163301790	163303620	-1	1
ENSMUSG00000097045	Gm26641	171423185	171437318	-1	1
ENSMUSG00000097347	Gm17275	180802568	180809483	1	1
ENSMUSG00000097615	Gm2061	185447116	185455568	-1	1
ENSMUSG00000097590	Gm26675	3862384	3884505	1	16
ENSMUSG00000097056	Gm4262	11008898	11015186	1	16
ENSMUSG00000097764	Gm26635	17254960	17260326	-1	16
ENSMUSG00000097332	2610020F03Rik	21907922	21908777	-1	16
ENSMUSG00000097867	Lppos	24391612	24393588	-1	16
ENSMUSG00000097344	Gm26732	44329997	44333050	1	16
ENSMUSG00000097757	Gm17518	90727512	90729120	1	16
ENSMUSG00000097551	Gm7976	95016370	95067017	1	16
ENSMUSG00000097541	Gm26752	3364073	3367135	-1	10
ENSMUSG00000097300	Gm26835	13967024	14007405	-1	10
ENSMUSG00000096924	Gm26824	39864859	39866332	-1	10
ENSMUSG00000097008	Gm26860	42761596	42763635	-1	10
ENSMUSG00000097811	2810425M01Rik	77486664	77516430	1	10
ENSMUSG00000097013	Gm26710	80578647	80580677	1	10
ENSMUSG00000097889	Gm26541	80681838	80687176	1	10
ENSMUSG00000097718	Gm26896	81606368	81609791	-1	10
ENSMUSG00000096945	Gm26546	88379244	88383711	-1	10
ENSMUSG00000097664	Gm26765	91149515	91150594	1	10
ENSMUSG00000097201	Gm26700	92162103	92164690	1	10
ENSMUSG00000097869	C230021G24Rik	106466939	106470768	-1	10
ENSMUSG00000097526	Gm26847	128230590	128232790	-1	10
ENSMUSG00000097353	A430046D13Rik	128499364	128504242	1	10
ENSMUSG00000096954	Gdap10	32821872	32826904	1	12
ENSMUSG00000097159	Gm26517	51888015	51889459	1	12
ENSMUSG00000097329	4931403G20Rik	69847635	69853671	1	12
ENSMUSG00000097417	Gm26669	80108034	80113000	1	12
ENSMUSG00000097369	Gm26545	80885549	80887674	-1	12
ENSMUSG00000097703	Gm26623	83620210	83621174	1	12
ENSMUSG00000097208	Gm26698	86891404	86892567	-1	12
ENSMUSG00000097667	Gm26764	87332488	87335655	1	12
ENSMUSG00000096947	Gm26723	100208988	100209814	-1	12
ENSMUSG00000097698	Gm26906	109568628	109571723	-1	12
ENSMUSG00000097233	Gm17552	4169566	4174284	1	19
ENSMUSG00000097404	Gm10814	6012620	6018426	1	19
ENSMUSG00000097862	Gm26859	10389130	10391735	-1	19
ENSMUSG00000097557	C130060C02Rik	15985090	16010912	1	19
ENSMUSG00000097930	C330002G04Rik	23037390	23075853	-1	19
ENSMUSG00000097735	D930032P07Rik	28678224	28720027	1	19
ENSMUSG00000097855	A930007I19Rik	29486355	29523159	-1	19
ENSMUSG00000097787	2700046G09Rik	32389216	32391184	1	19
ENSMUSG00000097558	Gm26902	34474808	34481546	1	19
ENSMUSG00000097591	A330032B11Rik	37173843	37196541	1	19
ENSMUSG00000097792	Gm27042	40589435	40594862	1	19
ENSMUSG00000097740	E030044B06Rik	40868386	40874071	1	19
ENSMUSG00000097683	Gm26644	44692367	44695275	-1	19
ENSMUSG00000097690	4930505N22Rik	45998137	46013386	1	19
ENSMUSG00000096996	Gm26792	46335287	46338538	1	19
ENSMUSG00000097446	Gm26629	50677406	50778662	1	19
ENSMUSG00000097636	Mirt1	53441212	53464796	-1	19
ENSMUSG00000097779	4833407H14Rik	53460631	53462723	1	19
ENSMUSG00000097632	4930552P12Rik	55640589	55702204	-1	19
ENSMUSG00000097785	B230217O12Rik	57323385	57360775	-1	19
ENSMUSG00000097374	Gm26874	57459572	57461553	-1	19
ENSMUSG00000097038	Gm26821	18962415	18965173	-1	7
ENSMUSG00000097246	Gm26890	19597293	19602294	-1	7
ENSMUSG00000097674	Gm26610	30650385	30652711	1	7
ENSMUSG00000097660	Gm26762	34224755	34230236	1	7
ENSMUSG00000096990	Gm26790	35772378	35779168	1	7
ENSMUSG00000096980	Gm26526	39588518	39591679	-1	7
ENSMUSG00000097864	Gm26856	49856162	49857600	-1	7
ENSMUSG00000097912	6330403N20Rik	80297728	80299616	-1	7
ENSMUSG00000097423	Gm26522	88278787	88283529	-1	7
ENSMUSG00000097220	Gm26599	108950754	108961535	-1	7
ENSMUSG00000097751	Gm26690	127982570	127984881	-1	7
ENSMUSG00000097860	Gm26857	3678117	3689548	-1	4
ENSMUSG00000097094	Gm26548	9267323	9269915	-1	4
ENSMUSG00000097019	Gm26663	11321944	11342953	1	4
ENSMUSG00000097459	Gm26895	11980669	11988471	1	4
ENSMUSG00000097005	4930598A11Rik	20032846	20041564	-1	4
ENSMUSG00000097123	Gm6297	40720154	40722398	-1	4
ENSMUSG00000097681	Gm26643	43030999	43032482	1	4
ENSMUSG00000097249	Gm26889	58178247	58206635	1	4
ENSMUSG00000096987	Gm26525	88784455	88794391	-1	4
ENSMUSG00000097873	Gm26867	88796143	88800224	-1	4
ENSMUSG00000097337	Gm26606	123898633	123904842	-1	4
ENSMUSG00000096944	Gm26722	129309081	129318443	1	4
ENSMUSG00000097158	Gm26516	130774817	130779246	-1	4
ENSMUSG00000097088	Gm26615	133085474	133089146	1	4
ENSMUSG00000097731	2700016F22Rik	139376549	139380379	-1	4
ENSMUSG00000097661	Gm26763	145601963	145711968	-1	4
ENSMUSG00000096958	Gm26573	146153456	147024959	-1	4
ENSMUSG00000096979	Gm26880	146509094	146511764	-1	4
ENSMUSG00000097168	C230088H06Rik	147018235	147492201	-1	4
ENSMUSG00000097122	Gm26624	147136278	147457019	1	4
ENSMUSG00000097728	Gm26840	155769969	155776161	1	4
ENSMUSG00000097173	Gm26829	22600335	22610879	-1	11
ENSMUSG00000097457	2310031A07Rik	46440362	46447248	-1	11
ENSMUSG00000097219	Gm26551	51949882	52269514	-1	11
ENSMUSG00000097605	9430098F02Rik	52124530	52127779	-1	11
ENSMUSG00000097913	Gm26837	60573527	60633113	1	11
ENSMUSG00000097747	Gm26534	60879118	60887218	1	11
ENSMUSG00000097051	Gm26836	75745072	75761195	-1	11
ENSMUSG00000097147	Gm26780	76614467	76622204	1	11
ENSMUSG00000097165	2210008F06Rik	77489854	77491409	1	11
ENSMUSG00000097335	Gm26563	80017354	80029868	-1	11
ENSMUSG00000096983	2010015M23Rik	88039578	88047360	-1	11
ENSMUSG00000097176	Gm26830	95669952	95672719	1	11
ENSMUSG00000097289	2010300F17Rik	96712982	96747436	-1	11
ENSMUSG00000097410	Gm26668	102863337	103075903	1	11
ENSMUSG00000097020	Gm26613	115615462	115626707	1	11
ENSMUSG00000097800	B230344G16Rik	115988052	115993715	-1	11
ENSMUSG00000097117	Gm26730	116306864	116309510	1	11
ENSMUSG00000097614	Gm26508	119077573	119081865	1	11
ENSMUSG00000097294	Gm26888	119151651	119156994	1	11
ENSMUSG00000097658	Gm16755	120486339	120488582	-1	11
ENSMUSG00000097062	Gm17586	120633768	120635125	1	11
ENSMUSG00000070023	Gm10283	60430024	60503198	-1	8
ENSMUSG00000088479	Gm23077	104201110	104201225	1	3
ENSMUSG00000075874	n-R5s1	991630	991748	-1	Y
ENSMUSG00000091497	Gm44	90892142	90893134	1	X
ENSMUSG00000047810	Ccdc88b	6844623	6858211	-1	19
ENSMUSG00000089195	Gm25768	72305365	72305462	-1	5
ENSMUSG00000065327	Gm22058	69930904	69931213	1	12
ENSMUSG00000087983	Gm22225	129304796	129305073	-1	X
ENSMUSG00000064424	Gm22749	101223592	101223698	-1	12
ENSMUSG00000088165	Gm23533	42309775	42310019	1	10
ENSMUSG00000088657	Gm24847	59559315	59559422	1	8
ENSMUSG00000088111	Gm24064	26566833	26566938	1	1
ENSMUSG00000077156	n-R5s90	111613898	111614015	-1	9
ENSMUSG00000098527	Mir6961	100649163	100649229	-1	15
ENSMUSG00000089424	Mir1930	77641224	77641307	1	10
ENSMUSG00000034484	Snx2	53176365	53220860	1	18
ENSMUSG00000092908	Gm25731	65509368	65509492	1	17
ENSMUSG00000092834	Gm24818	108379564	108379724	1	14
ENSMUSG00000099111	Gm27369	38594158	38594228	1	18
ENSMUSG00000088218	Gm22078	146387742	146387844	-1	3
ENSMUSG00000095060	Gm26188	59723644	59723737	-1	7
ENSMUSG00000088732	Gm23894	43761151	43761463	1	18
ENSMUSG00000098291	Mir6973a	35194972	35195049	1	17
ENSMUSG00000098308	Gm27782	62080245	62080443	1	15
ENSMUSG00000089035	Gm22157	41901651	41901754	1	13
ENSMUSG00000089041	Gm26173	101283067	101283202	1	14
ENSMUSG00000088221	Gm22602	90450910	90451004	1	10
ENSMUSG00000077337	Gm23012	75691972	75692054	1	13
ENSMUSG00000093019	Gm22466	61708705	61708773	-1	7
ENSMUSG00000088454	Gm26371	93344684	93344787	1	15
ENSMUSG00000093562	Gm23090	41213776	41213853	-1	4
ENSMUSG00000094630	n-R5s92	115626600	115626718	-1	9
ENSMUSG00000098467	Gm27591	174247928	174247995	1	2
ENSMUSG00000094550	Gm22393	59441762	59441840	-1	7
ENSMUSG00000080459	Mir669g	10477150	10477272	1	2
ENSMUSG00000098824	Mir7006	181587900	181587968	-1	2
ENSMUSG00000096451	Gm22645	25694114	25694220	-1	17
ENSMUSG00000098575	Gm27446	20559804	20559892	1	2
ENSMUSG00000098701	Mir6914	128382838	128382906	1	10
ENSMUSG00000104812	Gm44329	150063157	150063268	-1	1
ENSMUSG00000080463	Gm22489	161035850	161035911	1	1
ENSMUSG00000089603	Gm23059	60735498	60735604	1	12
ENSMUSG00000105165	Mir7686	139957566	139957622	-1	7
ENSMUSG00000094850	Gm24319	15680004	15680110	1	19
ENSMUSG00000087710	Gm22235	86703298	86703407	-1	17
ENSMUSG00000088516	Gm23044	12793875	12793974	-1	10
ENSMUSG00000077251	Gm26074	43833683	43833811	-1	16
ENSMUSG00000065808	Gm23037	46403875	46404198	1	17
ENSMUSG00000064780	Snord95	48803139	48803206	1	11
ENSMUSG00000088761	Gm24392	56416766	56416868	1	14
ENSMUSG00000089141	Gm23409	37973967	37974203	1	1
ENSMUSG00000077465	Gm26423	89158999	89159126	1	9
ENSMUSG00000067889	Sptbn2	4711208	4752353	1	19
ENSMUSG00000064550	Gm24623	96907632	96907825	1	5
ENSMUSG00000091519	Skor2	76856405	76900342	1	18
ENSMUSG00000098926	Mir6904	180587201	180587267	1	1
ENSMUSG00000095703	Gm24829	21594038	21594129	-1	8
ENSMUSG00000093879	Gm25457	141298100	141298206	1	1
ENSMUSG00000077702	Gm24067	20889484	20889568	1	9
ENSMUSG00000084564	Mir1895	134240505	134240583	-1	3
ENSMUSG00000064833	Gm25926	77418417	77418576	1	12
ENSMUSG00000064698	Gm24152	9695645	9695807	-1	4
ENSMUSG00000106264	Mir7646	135746716	135746769	1	X
ENSMUSG00000098425	Gm24949	96032678	96032892	1	11
ENSMUSG00000087747	Gm25151	171308047	171308137	1	1
ENSMUSG00000089444	Gm22531	81880727	81880866	1	3
ENSMUSG00000088843	Gm26357	88164959	88165073	-1	10
ENSMUSG00000064782	Gm22685	49289298	49289403	1	4
ENSMUSG00000089563	Gm24667	10237918	10238020	1	16
ENSMUSG00000070263	Gm22365	61164365	61164481	-1	19
ENSMUSG00000106252	Mir684-1	80628705	80628790	-1	2
ENSMUSG00000025225	Nfkb2	46304737	46312090	1	19
ENSMUSG00000088925	Gm24297	38213359	38213426	1	10
ENSMUSG00000092862	Mir3094	40993695	40993758	1	4
ENSMUSG00000098899	Gm27839	24617213	24617318	-1	X
ENSMUSG00000089350	Gm25487	41441343	41441467	-1	3
ENSMUSG00000098967	Gm27845	61629093	61629206	1	14
ENSMUSG00000065643	Gm25897	99803020	99803126	-1	15
ENSMUSG00000088205	Gm23392	50809651	50809763	1	11
ENSMUSG00000105072	Gm44335	44334965	44335105	-1	9
ENSMUSG00000088865	Gm23069	141714781	141715091	-1	6
ENSMUSG00000096432	Gm22132	136757510	136757609	-1	1
ENSMUSG00000094665	Gm24873	17440790	17440896	1	13
ENSMUSG00000088149	Gm24716	56342425	56342528	-1	13
ENSMUSG00000080673	Gm23336	108498118	108498240	1	3
ENSMUSG00000076255	Mir92b	89227116	89227198	-1	3
ENSMUSG00000088177	Gm23098	127849221	127849519	1	6
ENSMUSG00000088220	Gm22601	41744804	41745053	1	19
ENSMUSG00000089585	Gm23338	40458939	40459033	-1	4
ENSMUSG00000084545	n-R5s80	105804087	105804197	-1	10
ENSMUSG00000077176	Gm25759	124146281	124146409	1	7
ENSMUSG00000093276	Gm26237	72684314	72684438	1	8
ENSMUSG00000098980	Mir6397	108087357	108087449	1	4
ENSMUSG00000098289	Mir6715	55192678	55192734	1	19
ENSMUSG00000088164	Gm23534	137367151	137367247	-1	1
ENSMUSG00000084546	Gm24937	113717914	113718047	-1	1
ENSMUSG00000096779	Gm22112	82396697	82396817	-1	1
ENSMUSG00000090441	Gm17651	97673031	97674694	-1	3
ENSMUSG00000099273	Gm27452	80967444	80967539	1	4
ENSMUSG00000088585	Gm22963	10921670	10921760	1	1
ENSMUSG00000095628	Gm24585	59535256	59535334	-1	7
ENSMUSG00000096949	Gm26897	111733924	111734574	1	5
ENSMUSG00000050321	Neto1	86394952	86501897	1	18
ENSMUSG00000063904	Dpp3	4907229	4928287	-1	19
ENSMUSG00000089029	Gm25009	103392933	103393034	1	3
ENSMUSG00000105100	Gm44349	69980692	69980814	1	11
ENSMUSG00000098726	Mir6417	52135902	52136017	-1	5
ENSMUSG00000076457	Mir802	93369720	93369816	1	16
ENSMUSG00000064410	Gm22247	46495155	46495285	1	4
ENSMUSG00000092738	Mir5135	76533134	76533212	-1	12
ENSMUSG00000065701	Rny1	47788069	47788180	-1	6
ENSMUSG00000065181	Gm25139	12368623	12368832	1	10
ENSMUSG00000092720	Gm25675	119919324	119919441	-1	12
ENSMUSG00000092974	Gm25072	79094823	79095057	-1	15
ENSMUSG00000065044	n-R5s169	3561154	3561273	1	5
ENSMUSG00000088150	Gm26346	29709634	29709962	1	5
ENSMUSG00000095939	Gm25702	63481214	63481276	-1	15
ENSMUSG00000080485	Gm23493	3927199	3927286	1	16
ENSMUSG00000096430	Gm22130	59426795	59426873	-1	7
ENSMUSG00000065259	Snora30	127527874	127528003	1	7
ENSMUSG00000099255	Gm27266	131577987	131578109	1	5
ENSMUSG00000092885	Gm22123	6472225	6472277	-1	11
ENSMUSG00000099245	Mir8098	62837721	62837857	1	14
ENSMUSG00000065261	Gm23452	80984083	80984189	-1	2
ENSMUSG00000095393	Gm25619	139786983	139787086	1	1
ENSMUSG00000093108	Mir344f	62046181	62046248	-1	7
ENSMUSG00000088842	Gm26356	25188361	25188643	-1	5
ENSMUSG00000095154	Mir344i	62085223	62085310	-1	7
ENSMUSG00000065482	Mir302c	127545363	127545430	1	3
ENSMUSG00000096815	Gm25086	10295047	10295156	-1	9
ENSMUSG00000088494	Gm24399	65660806	65660879	1	5
ENSMUSG00000077065	Gm25040	118852723	118852788	-1	11
ENSMUSG00000080374	Gm22953	121450670	121450770	-1	2
ENSMUSG00000089341	Gm22668	54429441	54429700	-1	13
ENSMUSG00000065802	Gm23041	109368088	109368193	-1	10
ENSMUSG00000098677	Mir7684	82393919	82393978	-1	15
ENSMUSG00000093147	Gm23369	32593469	32593573	-1	2
ENSMUSG00000094382	Gm22192	32221970	32222054	1	2
ENSMUSG00000098319	Mir7038	140427339	140427409	1	5
ENSMUSG00000099213	Gm27686	52103689	52103779	-1	9
ENSMUSG00000089617	Scarna10	125186359	125186683	-1	6
ENSMUSG00000087991	Gm25057	99174850	99174937	-1	15
ENSMUSG00000095943	Gm25197	73924585	73924710	-1	13
ENSMUSG00000064514	Gm22455	64177123	64177193	1	9
ENSMUSG00000088097	Gm23671	82897397	82897499	-1	X
ENSMUSG00000080600	Gm23840	78754426	78754522	-1	11
ENSMUSG00000077239	Snord66	20684239	20684313	1	16
ENSMUSG00000105932	Mir6925	70705990	70706059	1	11
ENSMUSG00000105878	Gm44330	83929688	83929830	-1	8
ENSMUSG00000087774	Gm22320	70501192	70501503	-1	10
ENSMUSG00000096371	Gm22367	59099253	59099384	1	6
ENSMUSG00000077594	Gm26018	70168832	70168959	1	13
ENSMUSG00000096809	Gm23410	24893980	24894086	1	10
ENSMUSG00000065196	Snord85	130749634	130749706	1	4
ENSMUSG00000088598	Gm24599	11607389	11607438	-1	19
ENSMUSG00000077541	Gm22021	104591094	104591200	1	14
ENSMUSG00000077597	Gm26017	86509152	86509225	1	4
ENSMUSG00000077299	Gm24126	76074546	76074651	1	17
ENSMUSG00000106406	Mir7682	151442393	151442450	1	1
ENSMUSG00000064597	Gm22299	58041516	58041651	-1	15
ENSMUSG00000093373	Gm23075	35276453	35276522	-1	19
ENSMUSG00000094165	Gm26073	10473351	10473477	1	2
ENSMUSG00000092751	Mir3080	82959218	82959296	-1	15
ENSMUSG00000076144	Mir709	84086099	84086186	1	8
ENSMUSG00000077345	Snord70	59691934	59692020	1	1
ENSMUSG00000077659	Gm23323	123162371	123162503	1	9
ENSMUSG00000096896	Gm25244	90997862	90997993	-1	4
ENSMUSG00000065873	n-R5s183	41303158	41303272	1	4
ENSMUSG00000065313	Gm26062	18549085	18549191	1	7
ENSMUSG00000088246	Gm25911	167340369	167340424	-1	1
ENSMUSG00000106470	Mir7055	45173303	45173361	1	7
ENSMUSG00000045903	Npas4	4984355	4989971	-1	19
ENSMUSG00000093967	Gm26180	89821340	89821446	-1	10
ENSMUSG00000098642	Gm27977	44668384	44668494	1	10
ENSMUSG00000077680	Gm22495	23147094	23147219	1	18
ENSMUSG00000080415	Gm26469	169061120	169061240	1	2
ENSMUSG00000095256	n-R5s209	26959103	26959221	-1	1
ENSMUSG00000088153	Gm26348	10166539	10166778	1	1
ENSMUSG00000105805	Gm44498	18098152	18098262	-1	9
ENSMUSG00000077474	Gm24792	83723462	83723589	-1	5
ENSMUSG00000106418	Gm44397	56172013	56172125	-1	17
ENSMUSG00000089007	Gm23877	11014762	11014890	-1	2
ENSMUSG00000093190	Gm22875	24936831	24936956	1	2
ENSMUSG00000093100	Mir3971	75551429	75551511	1	11
ENSMUSG00000098504	Mir6351	73855477	73855575	-1	1
ENSMUSG00000089057	Gm23349	184580109	184580206	-1	1
ENSMUSG00000105232	Gm47284	109521249	109521368	1	7
ENSMUSG00000106362	Gm47279	23497749	23497839	-1	11
ENSMUSG00000089262	Gm22893	85150336	85150451	1	6
ENSMUSG00000106349	Gm44387	52041424	52041568	-1	8
ENSMUSG00000064551	Gm24624	116345732	116345895	1	X
ENSMUSG00000106463	Mir1291	98519762	98519878	-1	15
ENSMUSG00000098417	Mir6379	46900668	46900782	-1	3
ENSMUSG00000094820	Gm23805	175904545	175904651	1	1
ENSMUSG00000084671	Gm26023	81261703	81262015	-1	16
ENSMUSG00000077218	Gm23948	65562163	65562294	-1	12
ENSMUSG00000065872	Gm25681	109863780	109863885	1	3
ENSMUSG00000065394	Mir25	138165321	138165404	-1	5
ENSMUSG00000087941	Gm27635	56852758	56852816	-1	14
ENSMUSG00000087989	Gm22228	63585922	63586022	1	7
ENSMUSG00000099047	Mir7029	115580949	115581009	1	5
ENSMUSG00000025034	Trim8	46501648	46516444	1	19
ENSMUSG00000098325	Mir7048	25217668	25217725	-1	7
ENSMUSG00000064900	Gm25402	39422289	39422419	-1	6
ENSMUSG00000093645	Gm23187	130277195	130277280	1	2
ENSMUSG00000065689	n-R5s7	68949564	68949684	-1	X
ENSMUSG00000065569	Mir137	118433857	118433929	1	3
ENSMUSG00000106600	Mir6915	128388832	128388900	1	10
ENSMUSG00000104599	Gm49346	23110753	23110858	1	16
ENSMUSG00000088554	Gm22097	109089998	109090275	-1	10
ENSMUSG00000089614	Gm23505	51493653	51493782	-1	2
ENSMUSG00000093140	Mir28b	73016512	73016591	1	8
ENSMUSG00000077342	Gm24670	19691288	19691419	1	2
ENSMUSG00000104794	Mir28c	53614205	53614279	-1	15
ENSMUSG00000088380	Gm24686	6410438	6410530	1	5
ENSMUSG00000089000	Gm23853	111879304	111879407	1	8
ENSMUSG00000077577	Gm24890	70428496	70428597	-1	14
ENSMUSG00000098574	Mir7037	139767879	139767943	-1	5
ENSMUSG00000064429	Gm22747	127079481	127079587	1	7
ENSMUSG00000077708	Gm24071	48617823	48617954	1	17
ENSMUSG00000093003	Mir3473c	191998554	191998634	-1	1
ENSMUSG00000077572	Gm24886	21794933	21795055	-1	2
ENSMUSG00000095749	n-R5s141	123608320	123608438	-1	8
ENSMUSG00000080533	Mir1191	27205536	27205655	1	7
ENSMUSG00000098679	Mir7688	93433107	93433162	1	10
ENSMUSG00000087756	Gm23469	48652499	48652602	1	14
ENSMUSG00000088699	Gm22328	99484591	99484702	-1	6
ENSMUSG00000065734	Snord49a	62603450	62603521	1	11
ENSMUSG00000115956	Hoxd4	74721978	74729160	1	2
ENSMUSG00000088943	Gm23259	15879530	15879832	1	1
ENSMUSG00000095509	Mir467b	10481248	10481320	1	2
ENSMUSG00000077361	Gm23481	46658508	46658638	-1	10
ENSMUSG00000095942	Gm25198	88015924	88016033	1	1
ENSMUSG00000088352	Gm24013	3788892	3788990	1	11
ENSMUSG00000064500	Gm25296	48800866	48800932	1	11
ENSMUSG00000092636	Gm26381	41217745	41217836	1	16
ENSMUSG00000096110	Gm26270	59716059	59716152	-1	7
ENSMUSG00000094452	Gm22623	30493942	30494048	1	10
ENSMUSG00000089095	Gm25660	58231472	58231575	-1	18
ENSMUSG00000065524	Mir135a-2	92072086	92072185	-1	10
ENSMUSG00000004054	Map3k11	5689131	5702862	1	19
ENSMUSG00000088342	Gm22340	12578424	12578537	-1	18
ENSMUSG00000095169	Gm25546	94681255	94681386	-1	15
ENSMUSG00000064718	Gm25929	61334761	61334867	1	11
ENSMUSG00000077197	Gm22268	76132541	76132671	-1	16
ENSMUSG00000077644	Gm24982	114832383	114832514	-1	7
ENSMUSG00000076060	Mir704	47803576	47803652	-1	6
ENSMUSG00000084664	Gm23213	61867056	61867368	1	12
ENSMUSG00000065903	Gm26111	64800511	64800616	1	X
ENSMUSG00000087925	Gm23232	114602088	114602192	-1	9
ENSMUSG00000065683	Gm23731	102897960	102898066	1	2
ENSMUSG00000065454	Mir124a-3	180894040	180894107	1	2
ENSMUSG00000088908	Gm25433	80037429	80037714	1	9
ENSMUSG00000088996	Gm22765	9614314	9614441	1	18
ENSMUSG00000093054	Gm24811	117848553	117848652	-1	3
ENSMUSG00000092656	Gm25239	12396403	12396488	1	8
ENSMUSG00000076956	Mir297a-3	10515820	10515921	1	2
ENSMUSG00000088136	Gm22587	85297452	85297749	-1	11
ENSMUSG00000092713	Gm22858	71641584	71641659	1	17
ENSMUSG00000089420	Gm27934	66856641	66856703	1	1
ENSMUSG00000099005	Mir6398	123616420	123616521	1	4
ENSMUSG00000088951	Gm24940	163402283	163402390	1	1
ENSMUSG00000084714	Gm24631	106001718	106001798	1	9
ENSMUSG00000093167	Mir5131	45657961	45658053	-1	14
ENSMUSG00000094830	n-R5s194	4338998	4339116	1	3
ENSMUSG00000087728	Gm26274	20807034	20807354	1	9
ENSMUSG00000089469	Gm23704	54117054	54117393	1	14
ENSMUSG00000087838	Gm23954	77806314	77806666	-1	18
ENSMUSG00000106468	Gm47282	110802481	110802587	1	7
ENSMUSG00000064377	Gm24966	59344073	59344151	-1	7
ENSMUSG00000096196	Gm26137	119837904	119838024	1	3
ENSMUSG00000104884	Mir5046	6829886	6829944	-1	19
ENSMUSG00000077265	Gm24430	86038685	86038788	-1	10
ENSMUSG00000099232	Gm27884	130527251	130527326	-1	7
ENSMUSG00000094548	Gm25221	59430536	59430614	-1	7
ENSMUSG00000064443	Gm26226	140918684	140918799	1	4
ENSMUSG00000025078	Nhlrc2	56548261	56598846	1	19
ENSMUSG00000092759	Gm25025	78050717	78050827	1	16
ENSMUSG00000064882	Gm24202	27761009	27761111	-1	8
ENSMUSG00000088920	Gm24294	24761163	24761439	1	18
ENSMUSG00000099285	Gm27989	45160695	45160801	1	3
ENSMUSG00000078034	Gm24683	116123900	116123987	1	X
ENSMUSG00000096236	AC165294.2	31101	33667	1	JH584297.1
ENSMUSG00000093815	Gm26444	54729602	54729765	1	12
ENSMUSG00000095280	Gm21738	19415857	19418930	-1	14
ENSMUSG00000088005	Gm24787	73349799	73349921	1	15
ENSMUSG00000076392	Gm25992	56561301	56561409	1	8
ENSMUSG00000089242	Gm24056	77242406	77242551	-1	15
ENSMUSG00000088461	Gm24748	191196906	191197013	1	1
ENSMUSG00000094377	Gm24407	115490254	115490394	1	5
ENSMUSG00000105544	Gm44477	94394818	94394927	-1	X
ENSMUSG00000088743	Gm23221	62020594	62020686	1	9
ENSMUSG00000065739	Gm24493	37632205	37632347	-1	X
ENSMUSG00000099334	Gm26379	74635214	74635351	1	4
ENSMUSG00000063586	Gm5513	14959549	14960766	-1	19
ENSMUSG00000064622	Gm22304	53639977	53640105	1	9
ENSMUSG00000039148	Sart1	5377523	5388703	-1	19
ENSMUSG00000089399	Gm23312	9758839	9758940	-1	5
ENSMUSG00000065195	Gm26071	35441190	35441296	1	12
ENSMUSG00000095051	Gm25673	10502191	10502317	1	2
ENSMUSG00000064581	Gm25133	96588827	96588956	1	14
ENSMUSG00000098664	Gm27588	92101665	92101927	-1	10
ENSMUSG00000065309	Gm23244	113035843	113035934	-1	6
ENSMUSG00000080500	Gm22072	10465287	10465407	1	2
ENSMUSG00000098693	Gm27619	134167808	134167895	-1	4
ENSMUSG00000095697	Mir683-1	50544626	50544734	-1	13
ENSMUSG00000093710	Mir5625	30647936	30648015	1	5
ENSMUSG00000077737	Snord72	5118404	5118484	1	15
ENSMUSG00000084555	Gm25270	133797582	133797719	-1	4
ENSMUSG00000092901	Mir5130	102982549	102982632	-1	14
ENSMUSG00000084571	n-R5s201	105997032	105997147	1	2
